,target,prediction,class_0_prob,class_1_prob,gender
10883,0,0,0.9817164898888185,0.018283510111181477,Female
46644,0,0,0.9174384968394795,0.08256150316052052,Male
2211,0,0,0.9947565849520078,0.00524341504799224,Female
40289,0,0,0.7027096734213125,0.29729032657868754,Male
15236,0,0,0.9958214636474916,0.004178536352508472,Male
32550,0,0,0.7339189369080679,0.2660810630919321,Male
15356,0,1,0.4880022863726148,0.5119977136273852,Male
40449,1,0,0.5074171493459319,0.4925828506540682,Male
7439,0,0,0.9214201618320144,0.07857983816798568,Female
12469,0,0,0.9304346606096048,0.06956533939039519,Male
34842,0,0,0.9989220638851658,0.0010779361148342515,Female
24961,1,0,0.642428972827618,0.35757102717238204,Male
27298,0,0,0.9953604894631007,0.004639510536899228,Female
3288,0,0,0.6783721142894554,0.32162788571054457,Male
37360,0,0,0.9427219107791487,0.05727808922085129,Female
12435,1,1,0.25124609373063134,0.7487539062693687,Male
46149,0,0,0.996869859268163,0.003130140731837013,Female
42331,0,1,0.26182995752212457,0.7381700424778754,Male
41522,1,0,0.7834526655979444,0.21654733440205565,Male
14521,0,0,0.9638038959730807,0.03619610402691928,Female
46172,0,0,0.5398453937681076,0.46015460623189236,Female
4326,0,0,0.901144172257152,0.09885582774284794,Male
15006,1,1,0.006485660043689445,0.9935143399563106,Male
13377,1,0,0.6745443155384698,0.3254556844615301,Male
22255,0,0,0.985951291675645,0.014048708324355019,Female
20744,0,0,0.8552929758813383,0.14470702411866165,Male
24948,0,0,0.9523058197653482,0.047694180234651815,Female
36653,1,0,0.883589286899795,0.116410713100205,Male
7915,0,0,0.9567536098325212,0.04324639016747881,Male
39448,1,0,0.9507480916812059,0.049251908318794155,Female
14806,0,0,0.9576180719965883,0.042381928003411645,Male
14233,0,0,0.5319437926768158,0.46805620732318415,Male
9955,1,0,0.9375448003003024,0.062455199699697594,Male
407,0,0,0.87613986215518,0.12386013784481993,Male
4384,0,0,0.5309026751171748,0.46909732488282524,Male
17891,0,0,0.9896941526853944,0.01030584731460558,Female
8893,0,0,0.9095115545341715,0.09048844546582846,Female
460,0,0,0.9880033170683754,0.011996682931624567,Male
41617,0,0,0.9641410658187848,0.035858934181215184,Male
45822,1,0,0.7439195534614336,0.2560804465385665,Male
48669,0,0,0.8937494365883927,0.10625056341160732,Female
5920,0,0,0.9977437018789784,0.0022562981210216045,Female
10992,0,0,0.9990279561410464,0.0009720438589535438,Female
36053,0,0,0.9984183421294077,0.001581657870592328,Female
32979,1,1,1.1102230246251565e-14,0.9999999999999889,Male
20520,0,0,0.9690951355697557,0.030904864430244296,Male
5034,0,0,0.9011970827546337,0.09880291724536625,Male
9205,1,0,0.6026593450407667,0.39734065495923326,Male
42190,0,0,0.9908329509908892,0.009167049009110851,Male
2915,0,1,0.3719350974856296,0.6280649025143704,Female
13431,0,0,0.8042404529736237,0.19575954702637635,Male
44122,0,0,0.9966766047634875,0.0033233952365125143,Female
29942,0,1,0.3282369730420214,0.6717630269579786,Male
47127,0,0,0.8497626645631385,0.15023733543686144,Male
20168,0,1,0.3303211233561356,0.6696788766438644,Male
4348,0,0,0.9610942580895132,0.038905741910486846,Female
343,0,0,0.994173068171557,0.005826931828442939,Male
10506,0,0,0.6121350438716583,0.3878649561283417,Male
34247,0,0,0.5846382158601513,0.41536178413984876,Male
15335,1,1,0.25220399430478346,0.7477960056952165,Male
39627,0,0,0.9916718305200672,0.008328169479932751,Female
16201,0,0,0.5917348329635075,0.40826516703649257,Male
28329,1,0,0.5740876312336528,0.4259123687663472,Male
32036,0,0,0.9984170499879527,0.0015829500120473218,Male
28653,0,0,0.9830987332738117,0.01690126672618835,Female
33415,0,0,0.9876249583719263,0.012375041628073674,Male
17396,0,0,0.9093487502920921,0.0906512497079079,Male
45717,0,0,0.6228580408604741,0.37714195913952586,Female
34002,0,0,0.6930512091245478,0.3069487908754523,Male
45716,0,0,0.9907620405984091,0.009237959401590844,Female
4107,0,0,0.9664705458662073,0.03352945413379271,Male
17377,1,1,0.36111703603196865,0.6388829639680313,Female
40781,0,0,0.978232909645695,0.021767090354305064,Male
22309,1,0,0.6808515541944442,0.31914844580555585,Female
3931,0,0,0.9965692896648608,0.0034307103351392245,Male
31650,0,0,0.959542320479291,0.040457679520709014,Female
8739,0,0,0.9863560956815615,0.013643904318438588,Male
41987,0,0,0.8058090892576152,0.19419091074238481,Male
30389,0,0,0.696220997795082,0.3037790022049181,Male
28027,1,1,0.20874934850182247,0.7912506514981775,Male
39021,0,0,0.979967899026464,0.020032100973536006,Female
36215,0,0,0.9969702828975622,0.003029717102437847,Female
7144,0,0,0.9939712159467243,0.0060287840532756215,Female
11235,0,0,0.976910995280793,0.023089004719207,Female
42644,1,1,0.059139280401179994,0.94086071959882,Male
262,0,0,0.9992444813734883,0.0007555186265117017,Male
4273,0,0,0.9881056854244742,0.011894314575525861,Female
39677,1,1,0.24840432544215607,0.7515956745578439,Male
28736,0,0,0.9911966000137425,0.008803399986257508,Female
39947,0,0,0.9959464125174047,0.004053587482595273,Female
20562,0,0,0.6410704003667042,0.35892959963329585,Male
29420,0,0,0.6221814406689701,0.37781855933102987,Male
42073,0,0,0.9269431748568536,0.07305682514314639,Male
9920,1,1,0.21608127800416943,0.7839187219958306,Male
21394,0,0,0.9958386307658259,0.004161369234174116,Male
12594,0,0,0.9439399978350045,0.05606000216499555,Female
35791,0,0,0.5859423272931119,0.41405767270688815,Male
25314,0,0,0.9509056590699945,0.04909434093000551,Male
6204,0,0,0.8063872085047196,0.1936127914952804,Male
1048,0,0,0.9785688212264059,0.02143117877359411,Female
30860,0,0,0.5717964901587789,0.42820350984122113,Male
31997,1,0,0.878846871301189,0.12115312869881104,Male
32405,0,0,0.9407138297750735,0.05928617022492656,Male
16613,0,0,0.7155523850784775,0.28444761492152254,Male
48651,1,0,0.8381574418300812,0.16184255816991874,Male
36567,0,0,0.9732009136160216,0.02679908638397844,Female
30035,0,0,0.9965790988966359,0.003420901103364177,Female
40707,1,0,0.9029525575526532,0.09704744244734677,Female
29367,0,1,0.32338476562561314,0.6766152343743869,Male
8578,0,0,0.9746102760384643,0.025389723961535673,Male
40649,0,0,0.9631943614994531,0.03680563850054689,Male
9366,0,0,0.9924358327839957,0.007564167216004319,Female
9413,0,0,0.8599226665339765,0.14007733346602347,Male
30696,0,0,0.9894649023023742,0.010535097697625851,Male
48572,0,0,0.992860696700155,0.0071393032998450685,Female
34532,0,1,0.16014367136456464,0.8398563286354354,Male
33018,1,1,0.24285272761208498,0.757147272387915,Male
4377,0,0,0.7502166465312321,0.24978335346876793,Male
11948,0,0,0.9842030273336914,0.015796972666308612,Female
4421,1,1,5.906386491005833e-14,0.9999999999999409,Male
3607,0,0,0.9606110204434968,0.0393889795565032,Male
23458,0,0,0.9964720737728359,0.00352792622716418,Female
9845,0,0,0.9908855952871521,0.009114404712847891,Female
5770,0,0,0.9946339413788994,0.005366058621100621,Female
37560,1,1,0.42651274339166023,0.5734872566083398,Male
40931,0,0,0.538500520573528,0.4614994794264719,Male
32778,0,0,0.9990211417953915,0.0009788582046085506,Male
11224,1,0,0.9218028577817595,0.07819714221824045,Male
26814,0,0,0.8207405470182649,0.17925945298173512,Male
31959,0,0,0.9940118545274722,0.005988145472527817,Female
39689,0,0,0.927607376715226,0.07239262328477403,Female
176,0,0,0.993224221215609,0.006775778784391004,Male
5653,0,0,0.76553179805366,0.23446820194633994,Male
44520,0,0,0.6167757205677273,0.38322427943227266,Male
31355,1,0,0.5173047846353724,0.4826952153646275,Male
32824,0,0,0.9869117963733351,0.013088203626664824,Female
43359,1,0,0.6752997245110275,0.32470027548897246,Male
4969,0,0,0.9932124042334015,0.006787595766598494,Male
33413,0,0,0.995711547209843,0.004288452790156995,Male
7976,1,1,0.03240648689221115,0.9675935131077888,Male
18388,0,0,0.9959956629844753,0.004004337015524725,Female
39721,0,0,0.861604700482964,0.13839529951703602,Male
48569,1,0,0.601555677200768,0.398444322799232,Male
2885,0,0,0.9791003091491078,0.020899690850892147,Female
18400,0,0,0.9508619686728291,0.049138031327170845,Male
33015,0,0,0.9499248195405895,0.050075180459410534,Female
44083,0,0,0.9952361062091432,0.0047638937908568825,Male
40521,0,0,0.5863661866065799,0.41363381339342004,Female
25655,0,0,0.9591389898300893,0.04086101016991077,Female
46027,0,0,0.8257509978881661,0.17424900211183397,Female
48166,0,0,0.9783650572755517,0.02163494272444829,Female
8020,0,0,0.9970966812614437,0.0029033187385563066,Female
39702,0,0,0.9904882761481071,0.009511723851892867,Male
24460,0,0,0.9983291373620021,0.0016708626379978353,Female
46133,0,0,0.8151228253434154,0.1848771746565846,Male
1131,0,0,0.9912089672497955,0.00879103275020454,Female
24156,1,1,0.08710818483701022,0.9128918151629898,Male
29807,0,0,0.9979329151849043,0.0020670848150956,Female
31864,0,0,0.9983756994934785,0.0016243005065215313,Female
24389,0,0,0.9876959652652324,0.012304034734767577,Female
44961,1,1,0.27227318608476214,0.7277268139152379,Male
24269,0,0,0.9934517059859311,0.0065482940140688785,Male
16416,1,0,0.7453628256103166,0.2546371743896833,Male
10254,0,0,0.9923275250680816,0.007672474931918331,Male
4816,1,1,0.3189019699765825,0.6810980300234175,Male
36949,1,0,0.5958728718439534,0.4041271281560466,Female
34418,0,0,0.9985850736549433,0.0014149263450567438,Male
23732,0,0,0.7561485076050055,0.24385149239499446,Male
25780,0,0,0.9990520313532407,0.0009479686467592368,Female
14757,1,1,0.15014707541221417,0.8498529245877858,Male
20351,0,0,0.9977411554263157,0.002258844573684285,Male
37632,0,0,0.7043342200067613,0.2956657799932387,Male
43064,0,0,0.9417824110846871,0.05821758891531289,Male
48399,0,0,0.9959066639821059,0.004093336017894044,Female
42834,1,1,0.31224057934100746,0.6877594206589925,Male
23748,0,0,0.956548394004798,0.04345160599520202,Female
22921,0,0,0.9951041212120821,0.004895878787917838,Male
12604,1,1,0.020925019004359835,0.9790749809956402,Male
18188,0,0,0.5705635566137397,0.4294364433862603,Male
46292,0,0,0.63270995984509,0.36729004015490996,Male
14430,0,0,0.9330969322982755,0.06690306770172454,Female
12179,1,0,0.7001655664377784,0.2998344335622216,Male
45981,1,1,0.07152497148608694,0.9284750285139131,Male
38354,0,0,0.6783293685193184,0.3216706314806816,Female
19068,1,1,0.11461015752464276,0.8853898424753572,Male
27697,0,0,0.7618502242147102,0.23814977578528987,Male
40515,0,0,0.9987945598376787,0.0012054401623212668,Female
29081,0,0,0.9785254491680418,0.02147455083195811,Female
5975,0,0,0.9779104381498066,0.022089561850193378,Male
12539,1,1,4.929390229335695e-14,0.9999999999999507,Male
48365,0,0,0.9976461826810096,0.0023538173189904398,Female
3539,1,0,0.7129979249948366,0.28700207500516334,Male
37593,0,0,0.7026143626169082,0.29738563738309176,Male
16671,0,0,0.6985701594551557,0.3014298405448443,Male
28829,0,0,0.9924457976277754,0.007554202372224597,Female
15189,0,0,0.9874995708517077,0.012500429148292344,Male
43183,0,0,0.6307837734755508,0.36921622652444924,Female
38939,0,0,0.9137750130782599,0.08622498692174005,Male
2742,0,0,0.9867742530614657,0.013225746938534318,Male
3049,1,1,0.0035644675663902836,0.9964355324336097,Male
30928,1,0,0.6937414868869044,0.3062585131130956,Male
16957,0,0,0.9978247389124563,0.0021752610875436867,Male
49,0,0,0.9219753516395366,0.07802464836046343,Male
32701,0,1,0.28482647306625597,0.715173526933744,Male
10849,1,1,0.31069329179612337,0.6893067082038766,Male
25631,0,0,0.9894027269444244,0.010597273055575535,Female
11401,0,0,0.7576767595468357,0.24232324045316433,Male
7821,0,0,0.9948122499068546,0.005187750093145455,Female
34930,0,0,0.9708236673281807,0.029176332671819273,Male
46805,0,0,0.9928972502950538,0.007102749704946129,Male
28928,1,1,0.006004421360191081,0.9939955786398089,Male
30905,0,0,0.9967894291482932,0.003210570851706792,Female
4064,0,0,0.8589941391618205,0.1410058608381795,Male
43667,0,1,0.3429341304585316,0.6570658695414684,Male
44658,0,0,0.9645089579826731,0.035491042017326946,Female
7646,0,0,0.8694449888019229,0.13055501119807708,Male
23846,0,0,0.9827894521235757,0.01721054787642426,Female
11667,0,0,0.9646283043398786,0.03537169566012143,Male
41376,1,1,0.2589815915671748,0.7410184084328252,Male
41110,1,0,0.6573780686234919,0.3426219313765081,Male
16298,0,0,0.9962532227285845,0.003746777271415492,Female
35467,1,1,0.1291670461339216,0.8708329538660784,Female
41811,0,0,0.823973422041538,0.17602657795846194,Male
46659,1,0,0.7427567129655586,0.25724328703444144,Male
5186,0,0,0.6108286806859309,0.3891713193140692,Male
3184,1,0,0.9352209599782306,0.06477904002176933,Female
5604,0,0,0.9979753793737671,0.002024620626232889,Male
41410,0,0,0.7287352396047755,0.27126476039522457,Male
7356,0,0,0.8694167865681001,0.13058321343189996,Male
39052,0,0,0.9646067695600476,0.0353932304399524,Male
32629,0,0,0.9480405493019562,0.05195945069804371,Male
24769,0,0,0.9970031759585629,0.0029968240414370486,Female
19292,1,1,0.300351729474999,0.699648270525001,Male
173,0,0,0.8985636156417048,0.10143638435829512,Male
17746,0,0,0.9755496355687149,0.02445036443128514,Male
30236,0,0,0.988169010757685,0.011830989242314972,Female
16266,0,0,0.9803516788979065,0.019648321102093445,Female
3918,0,0,0.5451803743754893,0.4548196256245108,Male
33821,0,0,0.7197388770602007,0.2802611229397994,Male
42290,0,0,0.9142837668762692,0.08571623312373082,Male
41573,1,0,0.6861128373117449,0.31388716268825506,Male
37881,0,0,0.978029765648002,0.02197023435199791,Male
34892,0,0,0.9438945405039584,0.056105459496041656,Female
419,0,0,0.9883385542208546,0.011661445779145355,Female
25145,0,0,0.9471874027003049,0.05281259729969517,Male
1863,0,0,0.9906128011863443,0.009387198813655684,Male
5954,0,0,0.9836609645288241,0.01633903547117593,Female
25748,0,0,0.9959453032154493,0.004054696784550691,Male
4336,0,0,0.9970251904922572,0.002974809507742739,Female
14131,0,0,0.8240587442431223,0.1759412557568777,Male
35473,1,0,0.5696761057842916,0.43032389421570844,Male
34643,1,1,0.2821236929860159,0.7178763070139841,Male
39597,0,0,0.9241692373783634,0.07583076262163661,Female
12181,0,0,0.8434079799109291,0.15659202008907092,Male
13249,1,0,0.8282853391913098,0.17171466080869022,Male
33057,0,0,0.9928759947266266,0.007124005273373434,Male
24046,0,0,0.9971933227198463,0.0028066772801537093,Female
29094,0,0,0.8877498532822676,0.11225014671773235,Male
11098,1,0,0.7591426671865296,0.2408573328134705,Male
48256,0,0,0.9749097007018112,0.025090299298188845,Female
25937,0,0,0.8904905190111589,0.1095094809888411,Female
27194,0,0,0.9878922494212254,0.01210775057877453,Female
34419,0,0,0.9965234121066485,0.0034765878933515327,Female
10020,0,0,0.9884255632723683,0.011574436727631658,Male
44653,0,0,0.5163923959955015,0.4836076040044986,Male
3243,0,0,0.9974286513480575,0.0025713486519425674,Male
19566,0,1,0.39183848136831634,0.6081615186316837,Male
41199,1,0,0.6747740671182803,0.3252259328817197,Male
18552,0,0,0.9973850932175166,0.0026149067824834367,Male
47302,0,0,0.6690258523744986,0.33097414762550137,Male
47181,0,0,0.9802101591076546,0.01978984089234533,Female
36028,1,0,0.5372763099918336,0.4627236900081664,Male
3804,0,0,0.9989862680947108,0.001013731905289185,Male
45943,0,0,0.9751125219451073,0.024887478054892654,Male
22114,0,0,0.784542763522213,0.21545723647778703,Male
12712,1,1,0.31680555202376715,0.6831944479762329,Male
19138,0,0,0.7425075961531662,0.25749240384683375,Male
46242,0,0,0.995805866767232,0.00419413323276793,Female
26634,0,0,0.9984834697980441,0.0015165302019558033,Female
11210,0,0,0.9520810362307179,0.04791896376928206,Female
41604,0,1,0.16660247260022065,0.8333975273997793,Female
646,0,0,0.9862866150589699,0.013713384941030178,Female
43701,0,0,0.9970322989282047,0.002967701071795304,Female
17542,0,0,0.9601870861068705,0.03981291389312945,Female
18107,0,0,0.8395775053118194,0.1604224946881806,Male
19607,1,0,0.6481140513226061,0.35188594867739387,Male
40799,0,0,0.9389105742566525,0.06108942574334753,Male
35728,0,0,0.8868404608117505,0.11315953918824953,Male
31384,0,0,0.9946604763162444,0.005339523683755608,Female
800,0,0,0.8803112940445272,0.11968870595547275,Male
35379,1,1,0.1705186976722658,0.8294813023277342,Male
47598,0,0,0.7687386699531329,0.2312613300468671,Male
19568,1,1,0.3024362573982464,0.6975637426017536,Male
13047,1,0,0.9762466659235499,0.023753334076450118,Male
29994,0,0,0.9786258837793916,0.021374116220608346,Female
30159,0,0,0.8842530461691981,0.11574695383080193,Male
11081,0,0,0.672057484350181,0.327942515649819,Male
16841,0,0,0.8962073173378011,0.10379268266219882,Male
3663,1,0,0.845605751736672,0.15439424826332807,Male
18741,0,0,0.9949468322478571,0.005053167752142982,Male
34805,0,1,0.37884973081427076,0.6211502691857292,Male
6347,0,0,0.9592177848643867,0.040782215135613344,Female
4244,0,0,0.6455177649528406,0.35448223504715937,Male
1278,0,0,0.7670743123783027,0.23292568762169732,Male
5929,1,0,0.50518340396203,0.49481659603796996,Male
30250,0,0,0.9819013084215824,0.01809869157841754,Female
7258,1,1,0.16346709310689755,0.8365329068931024,Male
4130,0,0,0.9961298782587237,0.0038701217412763097,Male
20697,0,0,0.9982491145489987,0.0017508854510012938,Male
48614,0,0,0.9915123016943111,0.00848769830568884,Female
22194,1,1,0.4046674923548149,0.5953325076451851,Male
28871,0,0,0.9958511110223222,0.004148888977677845,Male
44831,0,0,0.6282163366130116,0.3717836633869885,Male
18087,1,1,0.3477499622693422,0.6522500377306578,Male
5687,0,0,0.5292732034086199,0.47072679659138006,Male
71,0,0,0.9790501344596054,0.020949865540394567,Female
4155,0,0,0.9983329457399873,0.0016670542600126347,Male
3555,0,0,0.9991602694598114,0.0008397305401886221,Female
34858,1,1,0.0031897471779183117,0.9968102528220817,Male
15217,0,0,0.9835521255169406,0.016447874483059392,Male
4303,0,0,0.9634888201950168,0.03651117980498318,Male
8379,0,0,0.9923771547991627,0.007622845200837359,Male
28714,0,0,0.9898783898198719,0.010121610180128117,Male
32902,0,0,0.8396134776676252,0.16038652233237477,Male
2672,0,0,0.7091223416686285,0.2908776583313715,Male
26434,0,0,0.9935095649430847,0.006490435056915265,Female
21634,0,0,0.6897220592834417,0.3102779407165583,Male
27375,0,0,0.8161944583136913,0.1838055416863087,Male
16466,0,0,0.9697896850745997,0.03021031492540023,Female
35750,1,0,0.7294281992212203,0.27057180077877974,Male
24328,0,0,0.9996796633428263,0.0003203366571736527,Female
20628,0,0,0.9794495604967497,0.020550439503250292,Female
38395,0,0,0.9963418410123455,0.003658158987654583,Female
44710,0,0,0.6486119183806056,0.35138808161939444,Male
40170,1,1,0.05733132785724826,0.9426686721427517,Male
43414,0,0,0.9769751989437457,0.023024801056254242,Female
28839,0,0,0.9632772862410067,0.03672271375899328,Male
41751,0,1,0.4739404955914529,0.5260595044085471,Male
27887,0,0,0.9904155130782433,0.00958448692175673,Male
47027,0,0,0.882696269628168,0.11730373037183196,Male
2095,1,1,0.39921137416409513,0.6007886258359049,Male
9584,0,0,0.9986955601934069,0.0013044398065931177,Female
43385,0,0,0.7006594239528641,0.2993405760471359,Male
47909,0,1,0.19365526071077044,0.8063447392892296,Male
14576,0,0,0.966016941278564,0.03398305872143598,Female
26697,0,1,0.49982676519919367,0.5001732348008063,Male
292,0,0,0.8516236984709059,0.1483763015290941,Male
48544,0,0,0.9984297204137047,0.0015702795862952911,Male
47828,1,1,0.4390343899569573,0.5609656100430427,Male
17840,1,0,0.7980131159844375,0.2019868840155625,Male
11873,0,1,0.3065403598002773,0.6934596401997227,Male
8276,0,0,0.9928640715386208,0.007135928461379202,Male
31809,1,1,0.12188544614065866,0.8781145538593413,Male
48131,0,0,0.9959164342385268,0.004083565761473188,Female
27994,1,1,0.31492529522044066,0.6850747047795593,Male
33227,0,0,0.7874149726536293,0.21258502734637072,Male
30530,0,0,0.7152747984857577,0.28472520151424224,Male
6848,0,0,0.5639973604217658,0.4360026395782341,Male
6583,0,0,0.9993748627540989,0.0006251372459010619,Female
2799,0,1,0.4215013567818807,0.5784986432181193,Male
12966,0,0,0.9774878834465077,0.022512116553492324,Female
24710,0,0,0.9880573825607694,0.01194261743923066,Female
23287,0,0,0.9385629564165396,0.06143704358346037,Female
26450,0,0,0.9957266572527849,0.004273342747215096,Female
35580,0,0,0.9081493957611306,0.09185060423886936,Male
43770,0,0,0.9015742022120233,0.09842579778797664,Male
33934,0,1,0.4544317879845192,0.5455682120154808,Male
1030,0,0,0.9772714090898127,0.02272859091018726,Female
30012,1,1,0.35549488105405824,0.6445051189459418,Male
39135,0,0,0.9966097122846477,0.0033902877153523503,Male
10595,0,0,0.9896659831347748,0.010334016865225224,Male
9523,1,1,0.17240319109665336,0.8275968089033466,Male
13625,1,1,0.09521062645188139,0.9047893735481186,Male
42283,0,0,0.9822952965147971,0.017704703485202918,Male
25691,0,0,0.7178810653261041,0.2821189346738959,Male
43537,0,0,0.9579437160999832,0.042056283900016776,Male
41509,0,0,0.6780761655716588,0.32192383442834116,Male
10508,1,0,0.7710854457634525,0.22891455423654747,Male
36999,0,0,0.8452156805244,0.15478431947559998,Male
12451,0,0,0.9895573074519832,0.010442692548016823,Male
3227,0,1,0.2238377701147355,0.7761622298852645,Male
15246,0,0,0.9348825269187416,0.06511747308125834,Female
47159,1,0,0.6974281130769393,0.3025718869230607,Male
20931,0,1,0.4491543304092881,0.5508456695907119,Male
10600,0,1,0.33404755791180396,0.665952442088196,Male
28461,0,0,0.9904929133176446,0.009507086682355404,Male
37981,1,1,0.31325215248105465,0.6867478475189454,Female
37017,0,0,0.6876719365241228,0.31232806347587716,Male
1668,0,0,0.6963343460508609,0.30366565394913914,Male
12472,0,0,0.9868211703261656,0.013178829673834446,Male
46401,1,1,0.06008556835447554,0.9399144316455245,Male
1738,1,0,0.9192379201380314,0.08076207986196854,Male
12619,0,0,0.9976208093598296,0.0023791906401704876,Male
9957,0,0,0.8609001006550111,0.13909989934498887,Male
32219,0,0,0.8994258832461719,0.10057411675382816,Male
4772,1,0,0.9151919725008998,0.08480802749910021,Female
15518,0,0,0.95702630448746,0.04297369551254007,Male
16604,1,1,0.408954112782558,0.591045887217442,Male
46891,0,0,0.9954830039073719,0.004516996092628103,Male
26810,1,0,0.862220435172972,0.137779564827028,Male
9960,0,0,0.9945941512697977,0.005405848730202367,Male
22683,0,0,0.9749506466745691,0.02504935332543087,Male
39097,0,0,0.9945444224381891,0.005455577561810918,Female
42068,0,0,0.9890045633152812,0.010995436684718845,Female
6752,0,0,0.9046943178155469,0.09530568218445316,Male
7220,0,0,0.969036577726082,0.030963422273918045,Female
29010,0,0,0.9799321689315044,0.020067831068495592,Female
5228,0,0,0.9966535411025966,0.00334645889740334,Female
27284,0,0,0.9894607653683288,0.010539234631671196,Female
8383,0,0,0.9481953771763622,0.05180462282363781,Female
43727,1,1,0.19631680237177884,0.8036831976282212,Male
11756,0,0,0.7871763873004818,0.21282361269951824,Male
19295,0,0,0.9801724551983252,0.019827544801674833,Female
44185,0,0,0.9574314146342977,0.042568585365702245,Male
37799,0,0,0.9624041905273062,0.037595809472693836,Male
46922,0,0,0.7955287184071159,0.2044712815928841,Male
7635,0,0,0.9928625408287532,0.007137459171246706,Male
34825,0,0,0.9516610254739742,0.04833897452602577,Male
43652,0,0,0.9853742808517142,0.014625719148285851,Female
28263,0,0,0.9982668154493174,0.0017331845506825883,Male
33318,0,0,0.918611093503213,0.08138890649678704,Female
5216,0,0,0.8943309263785768,0.10566907362142322,Male
22385,1,1,1.4210854715202004e-14,0.9999999999999858,Male
29681,1,1,0.002180638386316325,0.9978193616136837,Male
31078,0,0,0.9829796787351297,0.01702032126487027,Male
15331,1,1,0.03941818959114507,0.9605818104088549,Male
35025,0,0,0.5518233249553097,0.44817667504469033,Male
41591,0,0,0.9969834104624073,0.0030165895375926523,Female
47560,1,1,0.11289758974472297,0.887102410255277,Male
29142,0,0,0.9863174301952039,0.013682569804796055,Female
22957,0,0,0.9989444095233955,0.001055590476604573,Female
1005,0,1,0.3859708719485534,0.6140291280514466,Male
6365,0,0,0.7756029908674038,0.22439700913259614,Male
24733,0,0,0.7775360818118521,0.2224639181881479,Male
12447,0,0,0.974969450363642,0.025030549636357955,Male
13534,1,0,0.7792952116593429,0.22070478834065707,Male
14018,0,0,0.9981187554058993,0.0018812445941006372,Female
354,1,0,0.5818800150005414,0.4181199849994586,Male
36577,1,1,0.24040100102628525,0.7595989989737147,Male
23477,0,0,0.9859941652799091,0.014005834720090876,Female
11438,0,0,0.9644451153427784,0.035554884657221536,Female
42105,1,1,0.4350107519395042,0.5649892480604958,Male
17047,0,0,0.834453535124051,0.165546464875949,Male
26540,0,0,0.9879936647583233,0.012006335241676758,Female
17979,0,0,0.9804716903265578,0.019528309673442195,Female
47168,1,1,0.20834685056765412,0.7916531494323459,Male
43739,0,0,0.7561906931156042,0.24380930688439587,Female
15612,1,1,0.4702819131529611,0.5297180868470389,Male
25716,0,0,0.9896586049538453,0.01034139504615475,Male
19151,0,0,0.7600513689445725,0.2399486310554275,Male
2652,1,1,0.41986978621898774,0.5801302137810123,Male
15143,1,0,0.8636537147735486,0.13634628522645148,Female
41530,0,0,0.9944543161960614,0.005545683803938567,Male
6515,0,1,0.4760533933294864,0.5239466066705136,Male
37362,0,0,0.9906641110836952,0.00933588891630479,Male
26594,0,0,0.9451669697949242,0.054833030205075746,Male
32204,0,0,0.9868111275940638,0.013188872405936273,Female
22349,0,0,0.9943442889154182,0.005655711084581841,Male
46619,1,1,0.4560038739009127,0.5439961260990873,Male
7861,0,0,0.7842795975996725,0.2157204024003275,Female
36269,0,0,0.9224270827968015,0.07757291720319846,Female
21385,1,1,0.06516010990989674,0.9348398900901033,Male
14303,0,0,0.6321970562528443,0.3678029437471557,Female
26996,0,0,0.7997994412492448,0.2002005587507552,Male
10388,0,0,0.8071343637983182,0.1928656362016819,Male
19055,0,0,0.9878588733578952,0.012141126642104809,Female
15724,0,0,0.9870863815718435,0.012913618428156519,Female
42853,0,0,0.9457953315323837,0.05420466846761632,Female
10099,1,0,0.8435735487171296,0.1564264512828704,Male
27481,0,0,0.9962955939231954,0.0037044060768045843,Female
48565,0,0,0.956727660997858,0.04327233900214199,Female
10660,0,0,0.6638007444910647,0.33619925550893526,Male
21006,0,0,0.9583605288962164,0.04163947110378363,Male
4108,0,0,0.9029286512314098,0.09707134876859021,Male
41236,1,1,0.20176606171412848,0.7982339382858715,Male
31833,0,0,0.6073424912164924,0.3926575087835075,Female
4613,0,0,0.9132682656635662,0.08673173433643383,Male
21837,0,0,0.9485286577776292,0.05147134222237086,Female
38305,1,0,0.5828466727934729,0.41715332720652715,Female
20072,1,0,0.9212360903841259,0.07876390961587415,Male
30421,0,0,0.5828830793737236,0.4171169206262763,Male
27362,0,0,0.7725723438619955,0.22742765613800456,Male
6034,0,0,0.9844383191821293,0.015561680817870715,Male
46818,0,0,0.9898286078815849,0.010171392118415152,Male
32803,0,0,0.9991355866324413,0.0008644133675586835,Female
4408,0,0,0.6963343460508609,0.30366565394913914,Male
9561,1,0,0.8406205545996754,0.1593794454003245,Female
3425,0,0,0.9953828625883391,0.004617137411660926,Male
45043,0,0,0.956620306911214,0.043379693088785955,Male
15312,0,0,0.9944576264168072,0.005542373583192795,Male
16290,0,0,0.988157487091344,0.011842512908655999,Male
36151,1,0,0.6330159599614684,0.3669840400385315,Male
41388,1,1,0.20768651839622354,0.7923134816037765,Female
28780,0,0,0.9884206949489772,0.011579305051022754,Female
42325,0,0,0.6073933246420367,0.3926066753579633,Male
11762,0,0,0.9968148818275346,0.0031851181724654007,Female
20790,0,0,0.9676681542230344,0.03233184577696554,Male
21749,0,0,0.7140837396285855,0.28591626037141454,Male
18014,1,1,0.34731964970725915,0.6526803502927409,Male
